%# newAD2: input
%#
%# samples:
%# Pavel-sklo1
%#
% variables:
%# lambda
%
% experimental functions:
% T
%
%
%# UVV
%#
%# data: 671
%# lambda T weight
190 0.148414 506138
191 0.161735 434385
192 0.174179 412751
193 0.190007 327904
194 0.205662 292624
195 0.222872 240606
196 0.241944 223872
197 0.261137 199756
198 0.281661 182260
199 0.302579 161728
200 0.324384 135825
201 0.346563 119724
202 0.36933 109784
203 0.39221 98802
204 0.415179 92049.5
205 0.438499 87858.4
206 0.461759 79670.6
207 0.485 74505.5
208 0.507813 71635.7
209 0.530097 67931.3
210 0.55197 65137.9
211 0.573046 64067.4
212 0.593772 61053.6
213 0.61356 57640.6
214 0.632263 54496
215 0.649939 55912.9
216 0.666688 55979.2
217 0.682277 54650.2
218 0.696405 55658.7
219 0.709522 55877.1
220 0.721346 56842.6
221 0.732063 57927.2
222 0.74194 59957.6
223 0.750579 60562.4
224 0.75838 58989.9
225 0.765467 58037.1
226 0.771981 58658.1
227 0.777986 59192.8
228 0.783306 58801.2
229 0.78806 61296.9
230 0.792501 61440.7
231 0.796628 60452.9
232 0.800332 62408.1
233 0.803701 63361.8
234 0.806852 62937.8
235 0.809966 64309
236 0.812729 65590.3
237 0.815272 66504.4
238 0.817724 67305.1
239 0.820152 68366.6
240 0.822531 70666.8
241 0.825123 72497
242 0.82795 70840.5
243 0.830784 70595.6
244 0.83368 73593.9
245 0.836767 74031.6
246 0.839957 73639.3
247 0.843176 75396
248 0.846714 74869.8
249 0.850058 75681
250 0.853396 77908.4
251 0.856681 79796
252 0.859515 81226.3
253 0.862366 81278.8
254 0.865262 83511
255 0.867786 85003.2
256 0.869913 87041.7
257 0.872057 89941.2
258 0.874034 87654.9
259 0.875647 90473.5
260 0.877142 94478.3
261 0.878654 93002.7
262 0.880113 98130.6
263 0.881422 100501
264 0.882456 98437.3
265 0.883573 97322.6
266 0.884532 103076
267 0.88538 105552
268 0.886424 104821
269 0.887349 105980
270 0.887924 104533
271 0.888675 109721
272 0.889665 113715
273 0.890753 123178
274 0.891618 125588
275 0.892299 117271
276 0.893066 119210
277 0.893998 122446
278 0.894824 121270
279 0.895441 124608
280 0.896202 135022
281 0.896849 135559
282 0.897661 125833
283 0.898311 126171
284 0.898878 140042
285 0.899641 140043
286 0.900195 128527
287 0.90068 133043
288 0.901325 138036
289 0.901828 140932
290 0.902503 138148
291 0.902845 139289
292 0.903152 147936
293 0.903785 151810
