%# newAD2: input
%#
% samples:
%# Pavel-sklo2
%#
%# variables:
%# lambda
%#
%# experimental functions:
%# T
%#
%# measurement:
%# UVV
%
% data: 671
%# lambda T weight
190 0.157828 522533
191 0.171708 398321
192 0.184666 408481
193 0.201263 325863
194 0.217436 297487
195 0.23542 263327
196 0.255207 244730
197 0.275186 210499
198 0.29667 189703
199 0.31841 178211
200 0.340834 166263
201 0.363855 154265
202 0.387307 148287
203 0.410829 153360
204 0.43436 160653
205 0.458195 171803
206 0.481994 185006
207 0.505373 221551
208 0.528286 278660
209 0.551015 349454
210 0.573203 425110
211 0.594526 524683
212 0.615329 803421
213 0.635206 1.53354e+06
214 0.654033 2.46161e+06
215 0.671824 2.33221e+06
216 0.688654 2.37882e+06
217 0.704306 2.04177e+06
218 0.718511 1.52309e+06
219 0.731515 1.53391e+06
220 0.743416 1.32572e+06
221 0.754184 1.02708e+06
222 0.763976 1.00008e+06
223 0.772614 960889
224 0.780233 739008
225 0.787434 692344
226 0.793887 664152
227 0.799597 580454
228 0.804796 567603
229 0.809467 522475
230 0.813828 535349
231 0.81763 481450
232 0.821134 414419
233 0.824405 399060
234 0.827323 419288
235 0.83008 408920
236 0.83264 334274
237 0.835015 301711
238 0.837354 286358
239 0.839542 281689
240 0.841662 275760
241 0.844053 255309
242 0.846749 251691
243 0.849431 247415
244 0.852065 249444
245 0.854909 238734
246 0.857951 224263
247 0.860999 213991
248 0.86418 194828
249 0.867401 190329
250 0.870606 178887
251 0.873639 172633
252 0.876448 181409
253 0.879159 185804
254 0.881621 172894
255 0.883891 165137
256 0.885933 165019
257 0.8879 164283
258 0.889811 167441
259 0.891308 167793
260 0.89272 165538
261 0.894128 155327
262 0.895273 154467
263 0.896452 162220
264 0.897439 172784
265 0.898345 176701
266 0.899173 180039
267 0.899794 176382
268 0.900709 154604
269 0.901559 159499
270 0.902402 172955
271 0.903044 174414
272 0.903922 174111
273 0.90462 165704
274 0.90511 161887
275 0.905924 176303
276 0.90665 183426
277 0.907339 169454
278 0.907949 159490
279 0.908415 159661
280 0.909177 160530
281 0.909751 170059
282 0.91026 161266
283 0.910824 173900
284 0.911316 189491
285 0.911734 179103
286 0.912133 178770
287 0.912773 179285
288 0.913182 193048
289 0.913657 202020
290 0.914133 191202
291 0.914678 194441
292 0.914943 204867
293 0.915381 210802
294 0.91583 221842
295 0.916251 210191
296 0.91641 212968
297 0.916746 257665
298 0.917036 265313
299 0.917265 274756
300 0.917506 279081
301 0.917923 274316
302 0.918108 310055
303 0.918467 301708
304 0.918688 338081
305 0.918686 360446
306 0.918834 358133
307 0.919092 433968
308 0.919343 399263
309 0.919782 406355
310 0.919866 499304
311 0.919989 512198
312 0.919965 506067
313 0.920278 510614
314 0.920655 585183
315 0.920757 610376
316 0.921009 592050
317 0.920867 706118
318 0.920662 587298
319 0.920747 665352
320 0.920883 591520
321 0.921038 621634
322 0.92136 664987
323 0.921338 706567
324 0.921425 739177
325 0.921565 880024
326 0.921508 848932
327 0.921804 882161
328 0.921787 933005
329 0.922023 874312
