;PC Software:StarLab Version 3.72 Build 3
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:20/01/2023 at 10:33:39
;File Version:5
;Time Resolution:1 microseconds
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Pyroelectric PE9-ES-C (s/n:835971)  VG2.54 (s/n:547613)
;Channel B:Vega Pyroelectric PE9 (s/n:574745)  VG2.54 (s/n:833869)

;Channel A:Details
;Name:PE9-ES-C
;Graph Color:RGB(14,104,168)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:20.0uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:1.0us
;Settings:Threshold:Min

;Channel B:Details
;Name:PE9
;Graph Color:RGB(245,86,16)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:200uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:30uS
;Settings:Threshold:N/A

;Channel A:Statistics
;Min:6.220uJ             
;Max:12.15uJ             
;Average:9.193uJ             
;Std.Dev.:762.3nJ             
;Overrange:0                   
;Total Pulses:12550               

;Channel B:Statistics
;Min:39.20uJ             
;Max:67.60uJ             
;Average:53.87uJ             
;Std.Dev.:3.536uJ             
;Overrange:0                   
;Total Pulses:12550               
;--------------------


;First Pulse Arrived : 20/01/2023 at 10:33:49
  Timestamp   	  Channel A  	  Channel B  	
         0.000	  9.000e-06 	  5.300e-05 	
         0.016	  8.250e-06 	  5.060e-05 	
         0.037	             	  5.210e-05 	
         0.039	  8.980e-06 	             	
         0.057	  8.970e-06 	             	
         0.060	             	  5.220e-05 	
         0.077	  9.920e-06 	  5.620e-05 	
         0.100	  9.980e-06 	  5.850e-05 	
         0.117	  8.850e-06 	  5.380e-05 	
         0.137	             	  5.450e-05 	
         0.139	  9.420e-06 	             	
         0.157	  8.920e-06 	             	
         0.160	             	  5.270e-05 	
         0.177	  9.530e-06 	  5.520e-05 	
         0.199	  8.820e-06 	  5.350e-05 	
         0.217	  8.620e-06 	  5.150e-05 	
         0.237	             	  5.250e-05 	
         0.239	  8.550e-06 	             	
         0.257	  8.660e-06 	             	
         0.260	             	  5.250e-05 	
         0.277	  7.920e-06 	  4.920e-05 	
         0.300	  8.500e-06 	  4.960e-05 	
         0.317	  8.280e-06 	  4.990e-05 	
         0.337	             	  4.650e-05 	
         0.338	  7.810e-06 	             	
         0.357	  8.490e-06 	             	
         0.360	             	  4.970e-05 	
         0.377	  9.320e-06 	  5.390e-05 	
         0.397	  7.880e-06 	  4.810e-05 	
         0.417	  8.060e-06 	  4.740e-05 	
         0.436	             	  4.780e-05 	
         0.439	  8.360e-06 	             	
         0.457	  8.830e-06 	             	
         0.460	             	  5.100e-05 	
         0.477	  7.930e-06 	  4.780e-05 	
         0.500	  8.570e-06 	  5.020e-05 	
         0.517	  8.260e-06 	  4.950e-05 	
         0.537	             	  5.060e-05 	
         0.538	  8.710e-06 	             	
         0.557	  7.700e-06 	             	
         0.559	             	  4.570e-05 	
         0.576	  7.740e-06 	  4.470e-05 	
         0.597	  7.850e-06 	  4.500e-05 	
         0.617	  8.490e-06 	  4.780e-05 	
         0.637	             	  4.900e-05 	
         0.639	  8.250e-06 	             	
         0.657	  8.340e-06 	             	
         0.660	             	  4.850e-05 	
         0.676	  8.500e-06 	  4.920e-05 	
         0.699	  7.690e-06 	  4.620e-05 	
         0.716	  8.820e-06 	  4.930e-05 	
         0.736	             	  4.830e-05 	
         0.739	  8.200e-06 	             	
         0.757	  8.630e-06 	             	
         0.759	             	  4.980e-05 	
         0.777	  7.970e-06 	  4.740e-05 	
         0.798	  8.800e-06 	  5.100e-05 	
         0.817	  7.700e-06 	  4.720e-05 	
         0.837	             	  5.120e-05 	
         0.839	  9.190e-06 	             	
         0.857	  8.550e-06 	             	
         0.859	             	  5.000e-05 	
         0.877	  8.980e-06 	  5.280e-05 	
         0.897	  7.970e-06 	             	
         0.899	             	  4.810e-05 	
         0.917	  9.340e-06 	  5.190e-05 	
         0.937	             	  5.080e-05 	
         0.939	  8.590e-06 	             	
         0.957	  8.110e-06 	             	
         0.959	             	  4.760e-05 	
         0.977	  7.670e-06 	  4.500e-05 	
         2.239	  9.270e-06 	             	
         2.241	             	  5.110e-05 	
         2.256	  9.670e-06 	             	
         2.259	             	  5.540e-05 	
         2.277	  9.290e-06 	  5.470e-05 	
         2.299	  8.860e-06 	  5.340e-05 	
         2.317	  9.560e-06 	  5.540e-05 	
         2.337	             	  5.490e-05 	
