;PC Software:StarLab Version 3.72 Build 3
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:20/01/2023 at 11:00:24
;File Version:5
;Time Resolution:1 microseconds
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Pyroelectric PE9-ES-C (s/n:835971)  VG2.54 (s/n:547613)
;Channel B:Vega Pyroelectric PE9 (s/n:574745)  VG2.54 (s/n:833869)

;Channel A:Details
;Name:PE9-ES-C
;Graph Color:RGB(14,104,168)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:20.0uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:1.0us
;Settings:Threshold:Min

;Channel B:Details
;Name:PE9
;Graph Color:RGB(245,86,16)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:200uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:30uS
;Settings:Threshold:N/A

;Channel A:Statistics
;Min:4.380uJ             
;Max:8.590uJ             
;Average:6.686uJ             
;Std.Dev.:543.6nJ             
;Overrange:0                   
;Total Pulses:12550               

;Channel B:Statistics
;Min:27.30uJ             
;Max:47.00uJ             
;Average:38.95uJ             
;Std.Dev.:2.455uJ             
;Overrange:0                   
;Total Pulses:12550               
;--------------------


;First Pulse Arrived : 20/01/2023 at 11:00:30
  Timestamp   	  Channel A  	  Channel B  	
         0.000	  6.930e-06 	  4.230e-05 	
         0.020	  6.110e-06 	  3.720e-05 	
         0.039	  6.750e-06 	  3.870e-05 	
         0.059	  7.290e-06 	  4.000e-05 	
         0.079	  6.720e-06 	  3.910e-05 	
         0.101	  6.270e-06 	  3.650e-05 	
         0.121	  6.660e-06 	  3.810e-05 	
         0.140	  6.560e-06 	  3.870e-05 	
         0.159	  6.660e-06 	  3.910e-05 	
         0.180	  5.500e-06 	  3.470e-05 	
         0.200	  6.370e-06 	  3.620e-05 	
         0.221	  6.220e-06 	  3.580e-05 	
         0.240	  7.240e-06 	  3.970e-05 	
         0.260	  6.580e-06 	  3.820e-05 	
         0.280	  5.430e-06 	  3.380e-05 	
         0.300	  5.830e-06 	  3.520e-05 	
         0.320	  6.240e-06 	  3.590e-05 	
         0.340	  6.080e-06 	  3.590e-05 	
         0.361	  6.000e-06 	  3.550e-05 	
         0.381	  6.390e-06 	  3.670e-05 	
         0.400	  6.130e-06 	  3.610e-05 	
         0.421	  6.360e-06 	  3.630e-05 	
         0.440	  6.200e-06 	  3.650e-05 	
         0.459	  6.350e-06 	  3.720e-05 	
         0.479	  6.230e-06 	  3.690e-05 	
         0.500	  5.880e-06 	  3.530e-05 	
         0.521	  5.780e-06 	  3.340e-05 	
         0.540	  6.270e-06 	  3.580e-05 	
         0.560	  6.810e-06 	  3.840e-05 	
         0.580	  5.820e-06 	  3.580e-05 	
         0.600	  6.910e-06 	  3.840e-05 	
         0.620	  6.780e-06 	  3.890e-05 	
         0.640	  7.010e-06 	  4.000e-05 	
         0.659	  7.380e-06 	  4.120e-05 	
         0.681	  6.950e-06 	  4.020e-05 	
         0.700	  7.100e-06 	  4.030e-05 	
         0.721	  7.160e-06 	  4.070e-05 	
         0.739	  6.840e-06 	  3.990e-05 	
         0.760	  6.060e-06 	  3.690e-05 	
