;PC Software:StarLab Version 3.72 Build 3
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:20/01/2023 at 12:36:22
;File Version:5
;Time Resolution:1 microseconds
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Pyroelectric PE9-ES-C (s/n:835971)  VG2.54 (s/n:547613)
;Channel B:Vega Pyroelectric PE9 (s/n:574745)  VG2.54 (s/n:833869)

;Channel A:Details
;Name:PE9-ES-C
;Graph Color:RGB(14,104,168)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:2.00uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:1.0us
;Settings:Threshold:Min

;Channel B:Details
;Name:PE9
;Graph Color:RGB(245,86,16)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:20.0uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:30uS
;Settings:Threshold:N/A

;Channel A:Statistics
;Min:366.0nJ             
;Max:1.269uJ             
;Average:847.9nJ             
;Std.Dev.:137.1nJ             
;Overrange:0                   
;Total Pulses:12550               

;Channel B:Statistics
;Min:2.710uJ             
;Max:6.780uJ             
;Average:4.767uJ             
;Std.Dev.:605.6nJ             
;Overrange:0                   
;Total Pulses:12550               
;--------------------


;First Pulse Arrived : 20/01/2023 at 12:36:27
  Timestamp   	  Channel A  	  Channel B  	
        13.679	  8.450e-07 	  4.900e-06 	
        13.700	  8.720e-07 	  4.960e-06 	
        13.720	  1.034e-06 	  5.610e-06 	
        13.741	  9.930e-07 	  5.630e-06 	
        13.761	  8.630e-07 	  5.060e-06 	
        13.779	  7.460e-07 	  4.500e-06 	
        13.800	  9.760e-07 	  5.240e-06 	
        13.820	  7.740e-07 	  4.620e-06 	
        13.840	  7.970e-07 	  4.530e-06 	
        13.860	  8.350e-07 	  4.670e-06 	
        13.879	  5.720e-07 	  3.630e-06 	
        13.900	  6.810e-07 	  3.800e-06 	
        13.919	  8.210e-07 	  4.440e-06 	
        13.940	  8.210e-07 	  4.630e-06 	
        13.961	  8.760e-07 	  4.870e-06 	
        13.979	  6.530e-07 	  4.020e-06 	
        13.999	  9.080e-07 	  4.860e-06 	
        14.020	  7.740e-07 	  4.490e-06 	
        14.040	             	  5.210e-06 	
        14.042	  9.620e-07 	             	
        14.059	  7.950e-07 	  4.720e-06 	
        14.079	  9.410e-07 	  5.150e-06 	
        14.099	  7.000e-07 	  4.280e-06 	
        14.119	  8.290e-07 	  4.570e-06 	
        14.139	  7.460e-07 	  4.320e-06 	
        14.161	  6.370e-07 	  3.810e-06 	
        14.179	  5.500e-07 	  3.310e-06 	
        14.199	  9.910e-07 	  4.960e-06 	
        14.219	  6.810e-07 	  4.170e-06 	
        14.239	  7.590e-07 	  4.260e-06 	
        14.261	  5.860e-07 	  3.580e-06 	
        14.279	  5.670e-07 	  3.320e-06 	
        14.299	  5.710e-07 	  3.270e-06 	
        14.319	  7.560e-07 	  4.000e-06 	
        14.340	  8.370e-07 	  4.510e-06 	
        14.361	  9.220e-07 	  5.070e-06 	
        14.379	  8.050e-07 	  4.680e-06 	
        14.400	  7.230e-07 	  4.260e-06 	
        14.421	  7.350e-07 	  4.200e-06 	
        14.439	  7.420e-07 	  4.220e-06 	
        15.700	             	  4.000e-06 	
        15.703	  7.050e-07 	             	
        15.719	  7.740e-07 	  4.320e-06 	
        15.741	  1.026e-06 	  5.360e-06 	
        15.759	  6.780e-07 	  4.270e-06 	
        15.780	  8.870e-07 	  4.820e-06 	
        15.800	  7.940e-07 	  4.590e-06 	
        15.819	  6.180e-07 	  3.790e-06 	
        15.839	  8.640e-07 	  4.570e-06 	
        15.859	  1.029e-06 	  5.500e-06 	
        15.879	  7.900e-07 	  4.800e-06 	
        15.900	  8.640e-07 	  4.900e-06 	
        15.919	  6.890e-07 	  4.190e-06 	
        15.941	  7.160e-07 	  4.110e-06 	
        15.961	  6.920e-07 	  3.960e-06 	
        15.980	  7.090e-07 	  3.940e-06 	
        15.999	  8.020e-07 	  4.320e-06 	
        16.019	  9.500e-07 	  5.120e-06 	
        16.039	  7.230e-07 	  4.340e-06 	
        16.061	  9.480e-07 	  5.080e-06 	
        16.079	  5.000e-07 	  3.430e-06 	
        16.100	  8.440e-07 	  4.430e-06 	
        16.119	  6.880e-07 	  4.050e-06 	
        16.139	  8.070e-07 	  4.380e-06 	
        16.161	  7.970e-07 	  4.460e-06 	
        16.179	  7.460e-07 	  4.290e-06 	
        16.199	  8.260e-07 	  4.580e-06 	
        16.219	  7.150e-07 	  4.210e-06 	
        16.241	  9.750e-07 	  5.150e-06 	
        16.260	  8.450e-07 	  4.870e-06 	
        16.279	  9.480e-07 	  5.250e-06 	
        16.301	  8.570e-07 	  4.970e-06 	
        16.319	             	  4.860e-06 	
        16.321	  8.450e-07 	             	
        16.341	  9.260e-07 	  5.170e-06 	
        16.361	  1.002e-06 	  5.530e-06 	
        16.379	  8.830e-07 	  5.110e-06 	
        16.401	  9.140e-07 	  5.230e-06 	
        16.419	  7.190e-07 	  4.360e-06 	
        16.441	  7.330e-07 	  4.250e-06 	
        16.461	  9.070e-07 	  4.930e-06 	
        16.480	  8.350e-07 	  4.770e-06 	
        16.500	  7.830e-07 	  4.520e-06 	
        16.519	  8.500e-07 	  4.760e-06 	
        16.540	  7.580e-07 	  4.410e-06 	
        16.560	  7.430e-07 	  4.260e-06 	
        16.579	  1.073e-06 	  5.600e-06 	
        16.601	  9.040e-07 	  5.230e-06 	
        16.619	  7.410e-07 	  4.500e-06 	
        16.640	  9.950e-07 	  5.260e-06 	
        16.661	  8.120e-07 	  4.760e-06 	
        16.679	  5.080e-07 	  3.400e-06 	
        17.939	             	  4.150e-06 	
        17.942	  7.870e-07 	             	
        17.961	  9.110e-07 	  4.850e-06 	
        17.978	             	  3.260e-06 	
        17.980	  4.770e-07 	             	
        18.000	  9.060e-07 	  4.630e-06 	
        18.020	  7.940e-07 	  4.490e-06 	
        18.039	  5.740e-07 	  3.620e-06 	
        18.060	  6.040e-07 	  3.450e-06 	
        18.079	  6.730e-07 	  3.700e-06 	
        18.100	  7.010e-07 	  3.860e-06 	
        18.120	  7.480e-07 	  4.180e-06 	
        18.141	  9.270e-07 	  4.970e-06 	
        18.159	  9.210e-07 	  5.220e-06 	
        18.179	  6.590e-07 	  4.170e-06 	
        18.199	  8.160e-07 	  4.520e-06 	
        18.220	  4.790e-07 	  3.190e-06 	
        18.241	  9.330e-07 	  4.720e-06 	
        18.259	  5.740e-07 	  3.680e-06 	
        18.279	  6.590e-07 	  3.720e-06 	
        18.299	  7.840e-07 	  4.210e-06 	
        18.321	  8.010e-07 	  4.410e-06 	
        18.339	  7.640e-07 	  4.300e-06 	
        18.359	  8.720e-07 	  4.730e-06 	
        18.379	  9.000e-07 	  5.040e-06 	
        18.400	  9.610e-07 	  5.360e-06 	
        18.419	  7.860e-07 	  4.670e-06 	
        18.441	  7.620e-07 	  4.410e-06 	
        18.459	  9.130e-07 	  4.970e-06 	
        18.479	  7.050e-07 	  4.260e-06 	
        18.500	  6.630e-07 	  3.890e-06 	
        18.519	  6.300e-07 	  3.620e-06 	
        18.541	  9.370e-07 	  4.790e-06 	
        18.559	  8.920e-07 	  5.020e-06 	
        18.579	             	  3.620e-06 	
        18.581	  5.400e-07 	             	
        18.599	  9.850e-07 	  5.050e-06 	
        18.619	  9.810e-07 	  5.380e-06 	
        18.641	  7.290e-07 	  4.510e-06 	
        18.659	  8.930e-07 	  4.940e-06 	
        18.679	  9.190e-07 	  5.150e-06 	
